D:\Prashant\2020\MyPython\DeepLearningForSelfDrivingCars-master\data\IMG\center_2020_04_05_20_12_01_159.jpg, D:\Prashant\2020\MyPython\DeepLearningForSelfDrivingCars-master\data\IMG\left_2020_04_05_20_12_01_159.jpg, D:\Prashant\2020\MyPython\DeepLearningForSelfDrivingCars-master\data\IMG\right_2020_04_05_20_12_01_159.jpg, 0, 0, 0, 7.886734E-05
D:\Prashant\2020\MyPython\DeepLearningForSelfDrivingCars-master\data\IMG\center_2020_04_05_20_12_01_288.jpg, D:\Prashant\2020\MyPython\DeepLearningForSelfDrivingCars-master\data\IMG\left_2020_04_05_20_12_01_288.jpg, D:\Prashant\2020\MyPython\DeepLearningForSelfDrivingCars-master\data\IMG\right_2020_04_05_20_12_01_288.jpg, 0, 0, 0, 8.229297E-05
D:\Prashant\2020\MyPython\DeepLearningForSelfDrivingCars-master\data\IMG\center_2020_04_05_20_12_01_399.jpg, D:\Prashant\2020\MyPython\DeepLearningForSelfDrivingCars-master\data\IMG\left_2020_04_05_20_12_01_399.jpg, D:\Prashant\2020\MyPython\DeepLearningForSelfDrivingCars-master\data\IMG\right_2020_04_05_20_12_01_399.jpg, 0, 0, 0, 7.815343E-05
D:\Prashant\2020\MyPython\DeepLearningForSelfDrivingCars-master\data\IMG\center_2020_04_05_20_12_01_519.jpg, D:\Prashant\2020\MyPython\DeepLearningForSelfDrivingCars-master\data\IMG\left_2020_04_05_20_12_01_519.jpg, D:\Prashant\2020\MyPython\DeepLearningForSelfDrivingCars-master\data\IMG\right_2020_04_05_20_12_01_519.jpg, 0, 0, 0, 7.824609E-05
D:\Prashant\2020\MyPython\DeepLearningForSelfDrivingCars-master\data\IMG\center_2020_04_05_20_12_01_639.jpg, D:\Prashant\2020\MyPython\DeepLearningForSelfDrivingCars-master\data\IMG\left_2020_04_05_20_12_01_639.jpg, D:\Prashant\2020\MyPython\DeepLearningForSelfDrivingCars-master\data\IMG\right_2020_04_05_20_12_01_639.jpg, 0, 0, 0, 7.769393E-05
D:\Prashant\2020\MyPython\DeepLearningForSelfDrivingCars-master\data\IMG\center_2020_04_05_20_12_01_739.jpg, D:\Prashant\2020\MyPython\DeepLearningForSelfDrivingCars-master\data\IMG\left_2020_04_05_20_12_01_739.jpg, D:\Prashant\2020\MyPython\DeepLearningForSelfDrivingCars-master\data\IMG\right_2020_04_05_20_12_01_739.jpg, 0, 0, 0, 7.77988E-05
D:\Prashant\2020\MyPython\DeepLearningForSelfDrivingCars-master\data\IMG\center_2020_04_05_20_12_01_861.jpg, D:\Prashant\2020\MyPython\DeepLearningForSelfDrivingCars-master\data\IMG\left_2020_04_05_20_12_01_861.jpg, D:\Prashant\2020\MyPython\DeepLearningForSelfDrivingCars-master\data\IMG\right_2020_04_05_20_12_01_861.jpg, 0, 0, 0, 7.808278E-05
D:\Prashant\2020\MyPython\DeepLearningForSelfDrivingCars-master\data\IMG\center_2020_04_05_20_12_01_965.jpg, D:\Prashant\2020\MyPython\DeepLearningForSelfDrivingCars-master\data\IMG\left_2020_04_05_20_12_01_965.jpg, D:\Prashant\2020\MyPython\DeepLearningForSelfDrivingCars-master\data\IMG\right_2020_04_05_20_12_01_965.jpg, 0, 0, 0, 8.028472E-05
D:\Prashant\2020\MyPython\DeepLearningForSelfDrivingCars-master\data\IMG\center_2020_04_05_20_12_02_081.jpg, D:\Prashant\2020\MyPython\DeepLearningForSelfDrivingCars-master\data\IMG\left_2020_04_05_20_12_02_081.jpg, D:\Prashant\2020\MyPython\DeepLearningForSelfDrivingCars-master\data\IMG\right_2020_04_05_20_12_02_081.jpg, 0, 0, 0, 7.835355E-05
D:\Prashant\2020\MyPython\DeepLearningForSelfDrivingCars-master\data\IMG\center_2020_04_05_20_12_02_184.jpg, D:\Prashant\2020\MyPython\DeepLearningForSelfDrivingCars-master\data\IMG\left_2020_04_05_20_12_02_184.jpg, D:\Prashant\2020\MyPython\DeepLearningForSelfDrivingCars-master\data\IMG\right_2020_04_05_20_12_02_184.jpg, 0, 0, 0, 7.794366E-05
